,td_date
2895,2019-01-22
2896,2019-01-23
2897,2019-01-24
2898,2019-01-29
2899,2019-01-30
2900,2019-02-12
2901,2019-02-13
2902,2019-02-14
2903,2019-02-19
2904,2019-02-20
2905,2019-02-21
2906,2019-02-26
2907,2019-02-27
2908,2019-03-05
2909,2019-03-06
2910,2019-03-07
2911,2019-03-12
2912,2019-03-13
2913,2019-03-14
2914,2019-03-19
2915,2019-03-20
2916,2019-03-21
2917,2019-03-26
2918,2019-03-27
2919,2019-03-28
2920,2019-04-02
2921,2019-04-03
2922,2019-04-09
2923,2019-04-10
2924,2019-04-11
2925,2019-04-16
2926,2019-04-17
2927,2019-04-18
2928,2019-04-23
2929,2019-04-24
2930,2019-04-25
2931,2019-05-07
2932,2019-05-08
2933,2019-05-09
2934,2019-05-14
2935,2019-05-15
2936,2019-05-16
2937,2019-05-21
2938,2019-05-22
2939,2019-05-23
2940,2019-05-28
2941,2019-05-29
2942,2019-05-30
2943,1997-07-21
2944,1997-07-28
2945,1997-08-04
2946,1997-08-11
2947,1997-08-18
2948,1997-08-25
2949,1997-09-08
2950,1997-09-15
2951,1997-09-22
2952,1997-09-29
2953,1997-10-13
2954,1997-10-20
2955,1997-10-27
2956,1997-11-10
2957,1997-11-17
2958,1997-11-24
2959,1997-12-08
2960,1997-12-15
2961,1997-12-22
2962,1997-12-29
2963,1998-01-12
2964,1998-01-19
2965,1998-02-16
2966,1998-02-23
2967,1998-03-09
2968,1998-03-16
2969,1998-03-23
2970,1998-03-30
2971,1998-04-06
2972,1998-04-13
2973,1998-04-20
2974,1998-04-27
2975,1998-05-11
2976,1998-05-18
2977,1998-05-25
2978,1998-06-08
2979,1998-06-15
2980,1998-06-22
2981,1998-06-29
2982,1998-07-06
2983,1998-07-13
2984,1998-07-20
2985,1998-07-27
2986,1998-08-10
2987,1998-08-17
2988,1998-08-24
2989,1998-09-07
2990,1998-09-14
2991,1998-09-21
2992,1998-09-28
2993,1998-10-12
2994,1998-10-19
2995,1998-10-26
2996,1998-11-09
2997,1998-11-16
2998,1998-11-23
2999,1998-12-07
3000,1998-12-14
3001,1998-12-21
3002,1998-12-28
3003,1999-01-11
3004,1999-01-18
3005,1999-01-25
3006,1999-02-08
3007,1999-03-08
3008,1999-03-15
3009,1999-03-22
3010,1999-03-29
3011,1999-04-05
3012,1999-04-12
3013,1999-04-19
3014,1999-04-26
3015,1999-05-10
3016,1999-05-17
3017,1999-05-24
3018,1999-06-07
3019,1999-06-14
3020,1999-06-21
3021,1999-06-28
3022,1999-07-05
3023,1999-07-12
3024,1999-07-19
3025,1999-07-26
3026,1999-08-09
3027,1999-08-16
3028,1999-08-23
3029,1999-08-30
3030,1999-09-06
3031,1999-09-13
3032,1999-09-20
3033,1999-09-27
3034,1999-10-11
3035,1999-10-18
3036,1999-10-25
3037,1999-11-08
3038,1999-11-15
3039,1999-11-22
3040,1999-11-29
3041,1999-12-06
3042,1999-12-13
3043,1999-12-21
3044,1999-12-27
3045,2000-01-10
3046,2000-01-17
3047,2000-01-24
3048,2000-02-21
3049,2000-02-28
3050,2000-03-06
3051,2000-03-13
3052,2000-03-20
3053,2000-03-27
3054,2000-04-10
3055,2000-04-17
3056,2000-04-24
3057,2000-05-15
3058,2000-05-22
3059,2000-05-29
3060,2000-06-05
3061,2000-06-12
3062,2000-06-19
3063,2000-06-26
3064,2000-07-10
3065,2000-07-17
3066,2000-07-24
3067,2000-08-07
3068,2000-08-14
3069,2000-08-21
3070,2000-08-28
3071,2000-09-04
3072,2000-09-11
3073,2000-09-18
3074,2000-09-25
3075,2000-10-16
3076,2000-10-23
3077,2000-10-30
3078,2000-11-06
3079,2000-11-13
3080,2000-11-20
3081,2000-11-27
3082,2000-12-04
3083,2000-12-11
3084,2000-12-18
3085,2000-12-25
3086,2001-01-08
3087,2001-01-15
3088,2001-02-12
3089,2001-02-19
3090,2001-02-26
3091,2001-03-05
3092,2001-03-12
3093,2001-03-19
3094,2001-03-26
3095,2001-04-09
3096,2001-04-16
3097,2001-04-23
3098,2001-05-14
3099,2001-05-21
3100,2001-05-28
3101,2001-06-04
3102,2001-06-11
3103,2001-06-18
3104,2001-06-25
3105,2001-07-09
3106,2001-07-16
3107,2001-07-23
3108,2001-07-30
3109,2001-08-06
3110,2001-08-13
3111,2001-08-20
3112,2001-08-27
3113,2001-09-10
3114,2001-09-17
3115,2001-09-24
3116,2001-10-15
3117,2001-10-22
3118,2001-10-29
3119,2001-11-05
3120,2001-11-12
3121,2001-11-19
3122,2001-11-26
3123,2001-12-10
3124,2001-12-17
3125,2001-12-24
3126,2002-01-07
3127,2002-01-14
3128,2002-01-21
3129,2002-01-28
3130,2002-02-04
3131,2002-02-25
3132,2002-03-04
3133,2002-03-11
3134,2002-03-18
3135,2002-03-25
3136,2002-04-08
3137,2002-04-15
3138,2002-04-22
3139,2002-04-29
3140,2002-05-13
3141,2002-05-20
3142,2002-05-27
3143,2002-06-10
3144,2002-06-17
3145,2002-06-24
3146,2002-07-08
3147,2002-07-15
3148,2002-07-22
3149,2002-07-29
3150,2002-08-05
3151,2002-08-12
3152,2002-08-19
3153,2002-08-26
3154,2002-09-09
3155,2002-09-16
3156,2002-09-23
3157,2002-10-14
3158,2002-10-21
3159,2002-10-28
3160,2002-11-04
3161,2002-11-11
3162,2002-11-18
3163,2002-11-25
3164,2002-12-09
3165,2002-12-16
3166,2002-12-23
3167,2002-12-30
3168,2003-01-06
3169,2003-01-13
3170,2003-01-20
3171,2003-01-27
3172,2003-02-17
3173,2003-02-24
3174,2003-03-10
3175,2003-03-17
3176,2003-03-24
3177,2003-04-07
3178,2003-04-14
3179,2003-04-21
3180,2003-04-28
3181,2003-05-19
3182,2003-05-26
3183,2003-06-09
3184,2003-06-16
3185,2003-06-23
3186,2003-07-07
3187,2003-07-14
3188,2003-07-21
3189,2003-07-28
3190,2003-08-04
3191,2003-08-11
3192,2003-08-18
3193,2003-08-25
3194,2003-09-08
3195,2003-09-15
3196,2003-09-22
3197,2003-09-29
3198,2003-10-13
3199,2003-10-20
3200,2003-10-27
3201,2003-11-10
3202,2003-11-17
3203,2003-11-24
3204,2003-12-08
3205,2003-12-15
3206,2003-12-22
3207,2003-12-29
3208,2004-01-05
3209,2004-01-12
3210,2004-01-29
3211,2004-02-09
3212,2004-02-16
3213,2004-02-23
3214,2004-03-08
3215,2004-03-15
3216,2004-03-22
3217,2004-03-29
3218,2004-04-05
3219,2004-04-12
3220,2004-04-19
3221,2004-04-26
3222,2004-05-17
3223,2004-05-24
3224,2004-06-07
3225,2004-06-14
3226,2004-06-21
3227,2004-06-28
3228,2004-07-05
3229,2004-07-12
3230,2004-07-19
3231,2004-07-26
3232,2004-08-09
3233,2004-08-16
3234,2004-08-23
3235,2004-08-30
3236,2004-09-06
3237,2004-09-13
3238,2004-09-20
3239,2004-09-27
3240,2004-10-11
3241,2004-10-18
3242,2004-10-25
3243,2004-11-08
3244,2004-11-15
3245,2004-11-22
3246,2004-11-29
3247,2004-12-06
3248,2004-12-13
3249,2004-12-20
3250,2004-12-27
3251,2005-01-10
3252,2005-01-17
3253,2005-01-24
3254,2005-02-16
3255,2005-02-21
3256,2005-03-07
3257,2005-03-14
3258,2005-03-21
3259,2005-03-28
3260,2005-04-04
3261,2005-04-11
3262,2005-04-18
3263,2005-04-25
3264,2005-05-16
3265,2005-05-23
3266,2005-05-30
3267,2005-06-06
3268,2005-06-13
3269,2005-06-20
3270,2005-06-27
3271,2005-07-04
3272,2005-07-11
3273,2005-07-18
3274,2005-07-25
3275,2005-08-08
3276,2005-08-15
3277,2005-08-22
3278,2005-08-29
3279,2005-09-05
3280,2005-09-12
3281,2005-09-19
3282,2005-09-26
3283,2005-10-17
3284,2005-10-24
3285,2005-11-07
3286,2005-11-14
3287,2005-11-21
3288,2005-11-28
3289,2005-12-05
3290,2005-12-12
3291,2005-12-19
3292,2005-12-26
3293,2006-01-09
3294,2006-01-16
3295,2006-01-23
3296,2006-02-13
3297,2006-02-20
3298,2006-02-27
3299,2006-03-06
3300,2006-03-13
3301,2006-03-20
3302,2006-03-27
3303,2006-04-10
3304,2006-04-17
3305,2006-04-24
3306,2006-05-15
3307,2006-05-22
3308,2006-05-29
3309,2006-06-05
3310,2006-06-12
3311,2006-06-19
3312,2006-06-26
3313,2006-07-10
3314,2006-07-17
3315,2006-07-24
3316,2006-08-07
3317,2006-08-14
3318,2006-08-21
3319,2006-08-28
3320,2006-09-04
3321,2006-09-11
3322,2006-09-18
3323,2006-09-25
3324,2006-10-16
3325,2006-10-23
3326,2006-10-30
3327,2006-11-06
3328,2006-11-13
3329,2006-11-20
3330,2006-11-27
3331,2006-12-04
3332,2006-12-11
3333,2006-12-18
3334,2006-12-25
3335,2007-01-08
3336,2007-01-15
3337,2007-01-22
3338,2007-01-29
3339,2007-02-05
3340,2007-02-12
3341,2007-02-26
3342,2007-03-05
3343,2007-03-12
3344,2007-03-19
3345,2007-03-26
3346,2007-04-09
3347,2007-04-16
3348,2007-04-23
3349,2007-05-14
3350,2007-05-21
3351,2007-05-28
3352,2007-06-04
3353,2007-06-11
3354,2007-06-18
3355,2007-06-25
3356,2007-07-09
3357,2007-07-16
3358,2007-07-23
3359,2007-07-30
3360,2007-08-06
3361,2007-08-13
3362,2007-08-20
3363,2007-08-27
3364,2007-09-10
3365,2007-09-17
3366,2007-09-24
3367,2007-10-15
3368,2007-10-22
3369,2007-10-29
3370,2007-11-05
3371,2007-11-12
3372,2007-11-19
3373,2007-11-26
3374,2007-12-10
3375,2007-12-17
3376,2007-12-24
3377,2008-01-07
3378,2008-01-14
3379,2008-01-21
3380,2008-01-28
3381,2008-02-04
3382,2008-02-13
3383,2008-02-18
3384,2008-02-25
3385,2008-03-10
3386,2008-03-17
3387,2008-03-24
3388,2008-04-07
3389,2008-04-14
3390,2008-04-21
3391,2008-04-28
3392,2008-05-12
3393,2008-05-19
3394,2008-05-26
3395,2008-06-10
3396,2008-06-16
3397,2008-06-23
3398,2008-07-07
3399,2008-07-14
3400,2008-07-21
3401,2008-07-28
3402,2008-08-04
3403,2008-08-11
3404,2008-08-18
3405,2008-08-25
3406,2008-09-08
3407,2008-09-16
3408,2008-09-22
3409,2008-10-13
3410,2008-10-20
3411,2008-10-27
3412,2008-11-10
3413,2008-11-17
3414,2008-11-24
3415,2008-12-08
3416,2008-12-15
3417,2008-12-22
3418,2008-12-29
3419,2009-01-12
3420,2009-01-19
3421,2009-02-09
3422,2009-02-16
3423,2009-02-23
3424,2009-03-09
3425,2009-03-16
3426,2009-03-23
3427,2009-03-30
3428,2009-04-07
3429,2009-04-13
3430,2009-04-20
3431,2009-04-27
3432,2009-05-11
3433,2009-05-18
3434,2009-05-25
3435,2009-06-08
3436,2009-06-15
3437,2009-06-22
3438,2009-06-29
3439,2009-07-06
3440,2009-07-13
3441,2009-07-20
3442,2009-07-27
3443,2009-08-10
3444,2009-08-17
3445,2009-08-24
3446,2009-09-07
3447,2009-09-14
3448,2009-09-21
3449,2009-09-28
3450,2009-10-12
3451,2009-10-19
3452,2009-10-26
3453,2009-11-09
3454,2009-11-16
3455,2009-11-23
3456,2009-12-07
3457,2009-12-14
3458,2009-12-21
3459,2009-12-28
3460,2010-01-11
3461,2010-01-18
3462,2010-01-25
3463,2010-02-08
3464,2010-02-22
3465,2010-03-08
3466,2010-03-15
3467,2010-03-22
3468,2010-03-29
3469,2010-04-06
3470,2010-04-12
3471,2010-04-19
3472,2010-04-26
3473,2010-05-10
3474,2010-05-17
3475,2010-05-24
3476,2010-06-07
3477,2010-06-17
3478,2010-06-21
3479,2010-06-28
3480,2010-07-05
3481,2010-07-12
3482,2010-07-19
3483,2010-07-26
3484,2010-08-09
3485,2010-08-16
3486,2010-08-23
3487,2010-08-30
3488,2010-09-06
3489,2010-09-13
3490,2010-09-20
3491,2010-09-27
3492,2010-10-11
3493,2010-10-18
3494,2010-10-25
3495,2010-11-08
3496,2010-11-15
3497,2010-11-22
3498,2010-11-29
3499,2010-12-06
3500,2010-12-13
3501,2010-12-20
3502,2010-12-27
3503,2011-01-10
3504,2011-01-17
3505,2011-01-24
3506,2011-02-09
3507,2011-02-14
3508,2011-02-21
3509,2011-03-07
3510,2011-03-14
3511,2011-03-21
3512,2011-03-28
3513,2011-04-06
3514,2011-04-11
3515,2011-04-18
3516,2011-04-25
3517,2011-05-09
3518,2011-05-16
3519,2011-05-23
3520,2011-05-30
3521,2011-06-07
3522,2011-06-13
3523,2011-06-20
3524,2011-06-27
3525,2011-07-04
3526,2011-07-11
3527,2011-07-18
3528,2011-07-25
3529,2011-08-08
3530,2011-08-15
3531,2011-08-22
3532,2011-08-29
3533,2011-09-05
3534,2011-09-13
3535,2011-09-19
3536,2011-09-26
3537,2011-10-17
3538,2011-10-24
3539,2011-11-07
3540,2011-11-14
3541,2011-11-21
3542,2011-11-28
3543,2011-12-05
3544,2011-12-12
3545,2011-12-19
3546,2011-12-26
3547,2012-01-09
3548,2012-01-16
3549,2012-01-30
3550,2012-02-06
3551,2012-02-13
3552,2012-02-20
3553,2012-02-27
3554,2012-03-05
3555,2012-03-12
3556,2012-03-19
3557,2012-03-26
3558,2012-04-09
3559,2012-04-16
3560,2012-04-23
3561,2012-05-07
3562,2012-05-14
3563,2012-05-21
3564,2012-05-28
3565,2012-06-04
3566,2012-06-11
3567,2012-06-18
3568,2012-06-25
3569,2012-07-09
3570,2012-07-16
3571,2012-07-23
3572,2012-07-30
3573,2012-08-06
3574,2012-08-13
3575,2012-08-20
3576,2012-08-27
3577,2012-09-10
3578,2012-09-17
3579,2012-09-24
3580,2012-10-15
3581,2012-10-22
3582,2012-10-29
3583,2012-11-05
3584,2012-11-12
3585,2012-11-19
3586,2012-11-26
3587,2012-12-10
3588,2012-12-17
3589,2012-12-24
3590,2013-01-07
3591,2013-01-14
3592,2013-01-21
3593,2013-01-28
3594,2013-02-04
3595,2013-02-18
3596,2013-02-25
3597,2013-03-04
3598,2013-03-11
3599,2013-03-18
3600,2013-03-25
3601,2013-04-08
3602,2013-04-15
3603,2013-04-22
3604,2013-05-06
3605,2013-05-13
3606,2013-05-20
3607,2013-05-27
3608,2013-06-13
3609,2013-06-17
3610,2013-06-24
3611,2013-07-08
3612,2013-07-15
3613,2013-07-22
3614,2013-07-29
3615,2013-08-05
3616,2013-08-12
3617,2013-08-19
3618,2013-08-26
3619,2013-09-09
3620,2013-09-16
3621,2013-09-23
3622,2013-10-14
3623,2013-10-21
3624,2013-10-28
3625,2013-11-04
3626,2013-11-11
3627,2013-11-18
3628,2013-11-25
3629,2013-12-09
3630,2013-12-16
3631,2013-12-23
3632,2013-12-30
3633,2014-01-06
3634,2014-01-13
3635,2014-01-20
3636,2014-01-27
3637,2014-02-10
3638,2014-02-17
3639,2014-02-24
3640,2014-03-10
3641,2014-03-17
3642,2014-03-24
3643,2014-04-08
3644,2014-04-14
3645,2014-04-21
3646,2014-04-28
3647,2014-05-12
3648,2014-05-19
3649,2014-05-26
3650,2014-06-09
3651,2014-06-16
3652,2014-06-23
3653,2014-07-07
3654,2014-07-14
3655,2014-07-21
3656,2014-07-28
3657,2014-08-04
3658,2014-08-11
3659,2014-08-18
3660,2014-08-25
3661,2014-09-09
3662,2014-09-15
3663,2014-09-22
3664,2014-09-29
3665,2014-10-13
3666,2014-10-20
3667,2014-10-27
3668,2014-11-10
3669,2014-11-17
3670,2014-11-24
3671,2014-12-08
3672,2014-12-15
3673,2014-12-22
3674,2014-12-29
3675,2015-01-12
3676,2015-01-19
3677,2015-01-26
3678,2015-02-09
3679,2015-02-16
3680,2015-02-25
3681,2015-03-09
3682,2015-03-16
3683,2015-03-23
3684,2015-03-30
3685,2015-04-07
3686,2015-04-13
3687,2015-04-20
3688,2015-04-27
3689,2015-05-11
3690,2015-05-18
3691,2015-05-25
3692,2015-06-08
3693,2015-06-15
3694,2015-06-23
3695,2015-06-29
3696,2015-07-06
3697,2015-07-13
3698,2015-07-20
3699,2015-07-27
3700,2015-08-10
3701,2015-08-17
3702,2015-08-24
3703,2015-09-07
3704,2015-09-14
3705,2015-09-21
3706,2015-09-28
3707,2015-10-12
3708,2015-10-19
3709,2015-10-26
3710,2015-11-09
3711,2015-11-16
3712,2015-11-23
3713,2015-12-07
3714,2015-12-14
3715,2015-12-21
3716,2015-12-28
3717,2016-01-11
3718,2016-01-18
3719,2016-01-25
3720,2016-02-15
3721,2016-02-22
3722,2016-03-07
3723,2016-03-14
3724,2016-03-21
3725,2016-03-28
3726,2016-04-05
3727,2016-04-11
3728,2016-04-18
3729,2016-04-25
3730,2016-05-09
3731,2016-05-16
3732,2016-05-23
3733,2016-05-30
3734,2016-06-06
3735,2016-06-13
3736,2016-06-20
3737,2016-06-27
3738,2016-07-04
3739,2016-07-11
3740,2016-07-18
3741,2016-07-25
3742,2016-08-08
3743,2016-08-15
3744,2016-08-22
3745,2016-08-29
3746,2016-09-05
3747,2016-09-12
3748,2016-09-19
3749,2016-09-26
3750,2016-10-17
3751,2016-10-24
3752,2016-11-07
3753,2016-11-14
3754,2016-11-21
3755,2016-11-28
3756,2016-12-05
3757,2016-12-12
3758,2016-12-19
3759,2016-12-26
3760,2017-01-09
3761,2017-01-16
3762,2017-01-23
3763,2017-02-06
3764,2017-02-13
3765,2017-02-20
3766,2017-02-27
3767,2017-03-06
3768,2017-03-13
3769,2017-03-20
3770,2017-03-27
3771,2017-04-10
3772,2017-04-17
3773,2017-04-24
3774,2017-05-08
3775,2017-05-15
3776,2017-05-22
3777,2017-06-05
3778,2017-06-12
3779,2017-06-19
3780,2017-06-26
3781,2017-07-10
3782,2017-07-17
3783,2017-07-24
3784,2017-08-07
3785,2017-08-14
3786,2017-08-21
3787,2017-08-28
3788,2017-09-04
3789,2017-09-11
3790,2017-09-18
3791,2017-09-25
3792,2017-10-16
3793,2017-10-23
3794,2017-10-30
3795,2017-11-06
3796,2017-11-13
3797,2017-11-20
3798,2017-11-27
3799,2017-12-04
3800,2017-12-11
3801,2017-12-18
3802,2017-12-25
3803,2018-01-08
3804,2018-01-15
3805,2018-01-22
3806,2018-01-29
3807,2018-02-05
3808,2018-02-12
3809,2018-02-22
3810,2018-02-26
3811,2018-03-05
3812,2018-03-12
3813,2018-03-19
3814,2018-03-26
3815,2018-04-09
3816,2018-04-16
3817,2018-04-23
3818,2018-05-07
3819,2018-05-14
3820,2018-05-21
3821,2018-05-28
3822,2018-06-04
3823,2018-06-11
3824,2018-06-19
3825,2018-06-25
3826,2018-07-09
3827,2018-07-16
3828,2018-07-23
3829,2018-07-30
3830,2018-08-06
3831,2018-08-13
3832,2018-08-20
3833,2018-08-27
3834,2018-09-10
3835,2018-09-17
3836,2018-09-25
3837,2018-10-15
3838,2018-10-22
3839,2018-10-29
3840,2018-11-05
3841,2018-11-12
3842,2018-11-19
3843,2018-11-26
3844,2018-12-10
3845,2018-12-17
3846,2018-12-24
3847,2019-01-07
3848,2019-01-14
3849,2019-01-21
3850,2019-01-28
3851,2019-02-11
3852,2019-02-18
3853,2019-02-25
3854,2019-03-04
3855,2019-03-11
3856,2019-03-18
3857,2019-03-25
3858,2019-04-08
3859,2019-04-15
3860,2019-04-22
3861,2019-04-29
3862,2019-05-13
3863,2019-05-20
3864,2019-05-27
3865,1997-07-18
3866,1997-07-25
3867,1997-08-08
3868,1997-08-15
3869,1997-08-22
3870,1997-09-05
3871,1997-09-12
3872,1997-09-19
3873,1997-09-26
3874,1997-10-10
3875,1997-10-17
3876,1997-10-24
3877,1997-11-07
3878,1997-11-14
3879,1997-11-21
3880,1997-12-05
3881,1997-12-12
3882,1997-12-19
3883,1997-12-26
3884,1998-01-09
3885,1998-01-16
3886,1998-02-13
3887,1998-02-20
3888,1998-03-06
3889,1998-03-13
3890,1998-03-20
3891,1998-03-27
3892,1998-04-03
3893,1998-04-10
3894,1998-04-17
3895,1998-04-24
3896,1998-05-08
3897,1998-05-15
3898,1998-05-22
3899,1998-06-05
3900,1998-06-12
3901,1998-06-19
3902,1998-06-26
3903,1998-07-03
3904,1998-07-10
3905,1998-07-17
3906,1998-07-24
3907,1998-08-07
3908,1998-08-14
3909,1998-08-21
3910,1998-08-28
3911,1998-09-04
3912,1998-09-11
3913,1998-09-18
3914,1998-09-25
3915,1998-10-09
3916,1998-10-16
3917,1998-10-23
3918,1998-11-06
3919,1998-11-13
3920,1998-11-20
3921,1998-11-27
3922,1998-12-04
3923,1998-12-11
3924,1998-12-18
3925,1998-12-25
3926,1999-01-08
3927,1999-01-15
3928,1999-01-22
3929,1999-02-05
3930,1999-03-05
3931,1999-03-12
3932,1999-03-19
3933,1999-03-26
3934,1999-04-02
3935,1999-04-09
3936,1999-04-16
3937,1999-04-23
3938,1999-05-07
3939,1999-05-14
3940,1999-05-21
3941,1999-05-28
3942,1999-06-04
3943,1999-06-11
3944,1999-06-18
3945,1999-06-25
3946,1999-07-02
3947,1999-07-09
3948,1999-07-16
3949,1999-07-23
3950,1999-08-06
3951,1999-08-13
3952,1999-08-20
3953,1999-08-27
3954,1999-09-03
3955,1999-09-10
3956,1999-09-17
3957,1999-09-24
3958,1999-10-15
3959,1999-10-22
3960,1999-11-05
3961,1999-11-12
3962,1999-11-19
3963,1999-11-26
3964,1999-12-03
3965,1999-12-10
3966,1999-12-17
3967,1999-12-24
3968,2000-01-07
3969,2000-01-14
3970,2000-01-21
3971,2000-02-18
3972,2000-02-25
3973,2000-03-03
3974,2000-03-10
3975,2000-03-17
3976,2000-03-24
3977,2000-04-07
3978,2000-04-14
3979,2000-04-21
3980,2000-05-12
3981,2000-05-19
3982,2000-05-26
3983,2000-06-02
3984,2000-06-09
3985,2000-06-16
3986,2000-06-23
3987,2000-07-07
3988,2000-07-14
3989,2000-07-21
3990,2000-07-28
3991,2000-08-04
3992,2000-08-11
3993,2000-08-18
3994,2000-08-25
3995,2000-09-08
3996,2000-09-15
3997,2000-09-22
3998,2000-10-13
3999,2000-10-20
4000,2000-10-27
4001,2000-11-03
4002,2000-11-10
4003,2000-11-17
4004,2000-11-24
4005,2000-12-08
4006,2000-12-15
4007,2000-12-22
4008,2001-01-05
4009,2001-01-12
4010,2001-02-09
4011,2001-02-16
4012,2001-02-23
4013,2001-03-02
4014,2001-03-09
4015,2001-03-16
4016,2001-03-23
4017,2001-04-06
4018,2001-04-13
4019,2001-04-20
4020,2001-04-27
4021,2001-05-11
4022,2001-05-18
4023,2001-05-25
4024,2001-06-08
4025,2001-06-15
4026,2001-06-22
4027,2001-07-06
4028,2001-07-13
4029,2001-07-20
4030,2001-07-27
4031,2001-08-03
4032,2001-08-10
4033,2001-08-17
4034,2001-08-24
4035,2001-09-07
4036,2001-09-14
4037,2001-09-21
4038,2001-10-12
4039,2001-10-19
4040,2001-10-26
4041,2001-11-02
4042,2001-11-09
4043,2001-11-16
4044,2001-11-23
4045,2001-12-07
4046,2001-12-14
4047,2001-12-21
4048,2001-12-28
4049,2002-01-11
4050,2002-01-18
4051,2002-01-25
4052,2002-02-08
4053,2002-03-08
4054,2002-03-15
4055,2002-03-22
4056,2002-04-05
4057,2002-04-12
4058,2002-04-19
4059,2002-04-26
4060,2002-05-10
4061,2002-05-17
4062,2002-05-24
4063,2002-06-07
4064,2002-06-14
4065,2002-06-21
4066,2002-07-05
4067,2002-07-12
4068,2002-07-19
4069,2002-07-26
4070,2002-08-02
4071,2002-08-09
4072,2002-08-16
4073,2002-08-23
4074,2002-09-06
4075,2002-09-13
4076,2002-09-20
4077,2002-10-11
4078,2002-10-18
4079,2002-10-25
4080,2002-11-08
4081,2002-11-15
4082,2002-11-22
4083,2002-12-06
4084,2002-12-13
4085,2002-12-20
4086,2002-12-27
4087,2003-01-03
4088,2003-01-10
4089,2003-01-17
4090,2003-01-24
4091,2003-02-14
4092,2003-02-21
4093,2003-03-07
4094,2003-03-14
4095,2003-03-21
4096,2003-03-28
4097,2003-04-04
4098,2003-04-11
4099,2003-04-18
4100,2003-04-25
4101,2003-05-16
4102,2003-05-23
4103,2003-06-06
4104,2003-06-13
4105,2003-06-20
4106,2003-06-27
4107,2003-07-04
4108,2003-07-11
4109,2003-07-18
4110,2003-07-25
4111,2003-08-08
4112,2003-08-15
4113,2003-08-22
4114,2003-09-05
4115,2003-09-12
4116,2003-09-19
4117,2003-09-26
4118,2003-10-10
4119,2003-10-17
4120,2003-10-24
4121,2003-11-07
4122,2003-11-14
4123,2003-11-21
4124,2003-12-05
4125,2003-12-12
4126,2003-12-19
4127,2003-12-26
4128,2004-01-09
4129,2004-01-16
4130,2004-02-06
4131,2004-02-13
4132,2004-02-20
4133,2004-03-05
4134,2004-03-12
4135,2004-03-19
4136,2004-03-26
4137,2004-04-02
4138,2004-04-09
4139,2004-04-16
4140,2004-04-23
4141,2004-05-14
4142,2004-05-21
4143,2004-05-28
4144,2004-06-04
4145,2004-06-11
4146,2004-06-18
4147,2004-06-25
4148,2004-07-02
4149,2004-07-09
4150,2004-07-16
4151,2004-07-23
4152,2004-08-06
4153,2004-08-13
4154,2004-08-20
4155,2004-08-27
4156,2004-09-03
4157,2004-09-10
4158,2004-09-17
4159,2004-09-24
4160,2004-10-15
4161,2004-10-22
4162,2004-11-05
4163,2004-11-12
4164,2004-11-19
4165,2004-11-26
4166,2004-12-03
4167,2004-12-10
4168,2004-12-17
4169,2004-12-24
4170,2005-01-07
4171,2005-01-14
4172,2005-01-21
4173,2005-01-28
4174,2005-02-04
4175,2005-02-18
4176,2005-02-25
4177,2005-03-04
4178,2005-03-11
4179,2005-03-18
4180,2005-03-25
4181,2005-04-08
4182,2005-04-15
4183,2005-04-22
4184,2005-05-13
4185,2005-05-20
4186,2005-05-27
4187,2005-06-03
4188,2005-06-10
4189,2005-06-17
4190,2005-06-24
4191,2005-07-08
4192,2005-07-15
4193,2005-07-22
4194,2005-08-05
4195,2005-08-12
4196,2005-08-19
4197,2005-08-26
4198,2005-09-02
4199,2005-09-09
4200,2005-09-16
4201,2005-09-23
4202,2005-10-14
4203,2005-10-21
4204,2005-10-28
4205,2005-11-04
4206,2005-11-11
4207,2005-11-18
4208,2005-11-25
4209,2005-12-02
4210,2005-12-09
4211,2005-12-16
4212,2005-12-23
4213,2006-01-06
4214,2006-01-13
4215,2006-01-20
4216,2006-02-10
4217,2006-02-17
4218,2006-02-24
4219,2006-03-03
4220,2006-03-10
4221,2006-03-17
4222,2006-03-24
4223,2006-04-07
4224,2006-04-14
4225,2006-04-21
4226,2006-05-12
4227,2006-05-19
4228,2006-05-26
4229,2006-06-02
4230,2006-06-09
4231,2006-06-16
4232,2006-06-23
4233,2006-07-07
4234,2006-07-14
4235,2006-07-21
4236,2006-07-28
4237,2006-08-04
4238,2006-08-11
4239,2006-08-18
4240,2006-08-25
4241,2006-09-08
4242,2006-09-15
4243,2006-09-22
4244,2006-10-13
4245,2006-10-20
4246,2006-10-27
4247,2006-11-03
4248,2006-11-10
4249,2006-11-17
4250,2006-11-24
4251,2006-12-08
4252,2006-12-15
4253,2006-12-22
4254,2007-01-05
4255,2007-01-12
4256,2007-01-19
4257,2007-01-26
4258,2007-02-02
4259,2007-02-09
4260,2007-02-16
4261,2007-03-02
4262,2007-03-09
4263,2007-03-16
4264,2007-03-23
4265,2007-04-06
4266,2007-04-13
4267,2007-04-20
4268,2007-04-27
4269,2007-05-11
4270,2007-05-18
4271,2007-05-25
4272,2007-06-08
4273,2007-06-15
4274,2007-06-22
4275,2007-07-06
4276,2007-07-13
4277,2007-07-20
4278,2007-07-27
4279,2007-08-03
4280,2007-08-10
4281,2007-08-17
4282,2007-08-24
4283,2007-09-07
4284,2007-09-14
4285,2007-09-21
4286,2007-10-12
4287,2007-10-19
4288,2007-10-26
4289,2007-11-02
4290,2007-11-09
4291,2007-11-16
4292,2007-11-23
4293,2007-12-07
